,bin1_rep1,bin2_rep1,bin3_rep1,bin4_rep1,bin5_rep1,bin6_rep1,bin1_rep2,bin2_rep2,bin3_rep2,bin4_rep2,bin5_rep2,bin6_rep2
hmt2_nut2,521.0,649.0,562.0,495.0,545.0,83.0,486.0,372.0,538.0,612.0,576.0,133.0
empty_rpd3,520.0,581.0,985.0,484.0,704.0,571.0,1360.0,575.0,838.0,840.0,863.0,213.0
cac2_nhp10,517.0,518.0,737.0,457.0,288.0,87.0,759.0,979.0,825.0,762.0,618.0,145.0
hst2_snf11,515.0,761.0,1001.0,398.0,384.0,259.0,443.0,437.0,541.0,425.0,359.0,410.0
empty_sfh1,513.0,771.0,1072.0,844.0,1369.0,649.0,801.0,724.0,1154.0,1496.0,2249.0,7995.0
pyk1_med7,510.0,605.0,822.0,702.0,667.0,265.0,625.0,504.0,1034.0,726.0,995.0,456.0
sir2_nut2,509.0,681.0,865.0,658.0,386.0,829.0,1524.0,908.0,1418.0,898.0,875.0,270.0
btt1_ada2,508.0,724.0,871.0,630.0,601.0,229.0,1470.0,1478.0,1721.0,1495.0,1361.0,432.0
srb7_gcn5,505.0,657.0,925.0,671.0,1057.0,464.0,1174.0,822.0,1599.0,1307.0,1585.0,979.0
empty_hat2,501.0,739.0,1169.0,650.0,745.0,318.0,912.0,663.0,659.0,804.0,615.0,277.0
sir2_sfh1,500.0,618.0,1149.0,866.0,888.0,227.0,1019.0,732.0,1468.0,1276.0,1626.0,362.0
hmt2_sfh1,499.0,338.0,445.0,434.0,327.0,110.0,193.0,163.0,228.0,182.0,264.0,166.0
nhp10_sfh1,499.0,420.0,965.0,1550.0,3322.0,1487.0,762.0,353.0,1433.0,2433.0,3926.0,4812.0
ada2_nhp6a,498.0,438.0,470.0,332.0,293.0,316.0,7816.0,3665.0,3429.0,1508.0,4119.0,537.0
srb7_arp9,497.0,620.0,956.0,652.0,700.0,251.0,932.0,892.0,1369.0,1678.0,1479.0,339.0
dpd4_eaf3,496.0,698.0,1010.0,544.0,693.0,198.0,975.0,1141.0,1281.0,1256.0,1249.0,323.0
snf11_ldb7,495.0,765.0,2847.0,4144.0,8309.0,4763.0,542.0,397.0,563.0,559.0,665.0,689.0
bre2_rpd3,494.0,588.0,1008.0,592.0,551.0,138.0,180.0,121.0,182.0,215.0,431.0,134.0
esa1_vp16,494.0,574.0,1132.0,601.0,614.0,751.0,432.0,309.0,581.0,647.0,903.0,348.0
med4_eaf3,493.0,488.0,693.0,525.0,471.0,227.0,1170.0,1085.0,1800.0,1404.0,1906.0,2071.0
hmt2_med4,492.0,611.0,808.0,568.0,604.0,339.0,1736.0,1096.0,1651.0,1208.0,1343.0,591.0
srb7_tdh3,491.0,629.0,1058.0,516.0,777.0,219.0,2625.0,1091.0,942.0,1191.0,1330.0,272.0
ies5_empty,491.0,289.0,598.0,410.0,363.0,155.0,646.0,394.0,1099.0,1242.0,1580.0,8074.0
hos2_gapdh,490.0,573.0,829.0,582.0,486.0,110.0,356.0,685.0,735.0,912.0,838.0,175.0
swc5_nut2,489.0,686.0,969.0,494.0,675.0,134.0,120.0,429.0,454.0,361.0,488.0,1559.0
ada2_nut2,488.0,636.0,819.0,427.0,404.0,84.0,415.0,374.0,337.0,305.0,296.0,138.0
pyk1_dpd4,484.0,366.0,444.0,367.0,303.0,243.0,4962.0,3330.0,6751.0,5523.0,4165.0,401.0
vp16_cdc36,479.0,723.0,966.0,552.0,507.0,290.0,1021.0,1006.0,1000.0,1288.0,1135.0,445.0
sus1_empty,472.0,907.0,1174.0,580.0,692.0,111.0,329.0,163.0,206.0,286.0,236.0,125.0
snf11_arp6,472.0,673.0,686.0,365.0,302.0,87.0,1013.0,574.0,805.0,650.0,603.0,179.0
nhp10_hat1,471.0,304.0,732.0,1066.0,1416.0,370.0,331.0,435.0,2056.0,2511.0,2733.0,653.0
med7_rpd3,470.0,538.0,791.0,544.0,513.0,308.0,684.0,548.0,556.0,880.0,915.0,248.0
htl1_sfh1,469.0,496.0,1022.0,792.0,1653.0,1527.0,405.0,514.0,1138.0,1218.0,2206.0,1231.0
hos2_vp16,468.0,383.0,431.0,276.0,332.0,242.0,775.0,630.0,862.0,667.0,896.0,250.0
btt1_htl1,467.0,397.0,667.0,536.0,992.0,2959.0,312.0,281.0,437.0,447.0,674.0,1890.0
empty_hat1,466.0,623.0,900.0,552.0,827.0,300.0,949.0,813.0,1294.0,1305.0,1223.0,305.0
cac2_empty,465.0,690.0,803.0,499.0,1121.0,94.0,168.0,180.0,299.0,330.0,293.0,160.0
bre2_htl1,463.0,450.0,817.0,832.0,2684.0,13528.0,794.0,403.0,464.0,836.0,1557.0,556.0
empty_swd3,462.0,101.0,114.0,85.0,105.0,60.0,581.0,461.0,532.0,603.0,407.0,92.0
btt1_bre2,460.0,504.0,836.0,606.0,548.0,447.0,1138.0,1035.0,1337.0,1410.0,1222.0,258.0
pyk1_med4,459.0,447.0,489.0,604.0,599.0,193.0,363.0,465.0,800.0,515.0,709.0,308.0
cac2_sus1,458.0,816.0,1222.0,638.0,566.0,184.0,266.0,221.0,339.0,496.0,444.0,223.0
rtt102_htl1,456.0,554.0,752.0,865.0,1072.0,194.0,367.0,399.0,1070.0,1309.0,1379.0,323.0
med4_bre2,455.0,549.0,813.0,934.0,2043.0,14238.0,570.0,328.0,437.0,371.0,718.0,395.0
ada2_ies5,455.0,563.0,645.0,180.0,183.0,68.0,331.0,339.0,261.0,242.0,157.0,170.0
dpd4_gcn5,454.0,292.0,594.0,449.0,763.0,194.0,453.0,533.0,869.0,608.0,919.0,392.0
mig1_dpd4,453.0,440.0,900.0,595.0,812.0,612.0,649.0,777.0,1523.0,1673.0,2588.0,472.0
vp16_bre2,453.0,718.0,972.0,589.0,603.0,260.0,1310.0,971.0,1022.0,1173.0,1330.0,4082.0
cac2_pyk2,450.0,718.0,829.0,563.0,617.0,147.0,271.0,231.0,386.0,428.0,513.0,115.0
rtt102_hos2,449.0,410.0,531.0,360.0,389.0,393.0,682.0,738.0,1418.0,1194.0,1153.0,1961.0
sir2_hos2,445.0,405.0,456.0,288.0,183.0,36.0,57.0,66.0,125.0,118.0,49.0,66.0
sus1_hmt2,444.0,257.0,679.0,240.0,256.0,45.0,150.0,111.0,71.0,98.0,99.0,62.0
nut2_hmt2,443.0,722.0,1007.0,676.0,512.0,119.0,727.0,768.0,655.0,768.0,796.0,571.0
rtt102_hst2,441.0,283.0,296.0,423.0,310.0,65.0,560.0,340.0,608.0,487.0,618.0,121.0
nut2_rtt102,441.0,239.0,219.0,180.0,220.0,270.0,620.0,546.0,449.0,341.0,520.0,133.0
btt1_nhp10,440.0,400.0,315.0,348.0,145.0,64.0,704.0,418.0,481.0,382.0,338.0,94.0
cac2_ada2,440.0,459.0,485.0,337.0,204.0,86.0,396.0,364.0,460.0,270.0,223.0,144.0
ada2_pyk2,440.0,504.0,654.0,350.0,280.0,76.0,655.0,498.0,445.0,352.0,421.0,150.0
htl1_ies5,440.0,623.0,777.0,499.0,246.0,127.0,652.0,588.0,957.0,700.0,1056.0,191.0
eaf5_med4,437.0,571.0,686.0,482.0,672.0,276.0,343.0,455.0,463.0,487.0,571.0,254.0
med4_cac2,435.0,563.0,826.0,522.0,640.0,109.0,611.0,649.0,852.0,772.0,1055.0,191.0
htl1_hat2,434.0,347.0,497.0,567.0,485.0,153.0,347.0,551.0,557.0,575.0,589.0,234.0
vp16_rtt102,434.0,486.0,543.0,437.0,414.0,126.0,512.0,307.0,397.0,365.0,637.0,232.0
med7_ies5,433.0,642.0,893.0,623.0,416.0,171.0,842.0,794.0,1564.0,1305.0,927.0,290.0
tdh3_eaf5,433.0,414.0,492.0,408.0,323.0,167.0,573.0,644.0,1636.0,959.0,1083.0,361.0
sir2_empty,432.0,454.0,705.0,378.0,322.0,120.0,1049.0,722.0,560.0,579.0,467.0,195.0
ldb7_srb7,431.0,773.0,997.0,1053.0,975.0,162.0,223.0,147.0,207.0,191.0,226.0,296.0
gapdh_tdh3,429.0,291.0,239.0,355.0,344.0,50.0,138.0,227.0,407.0,433.0,299.0,88.0
med4_hat2,426.0,469.0,531.0,467.0,406.0,191.0,1103.0,565.0,748.0,838.0,743.0,238.0
gapdh_swc5,425.0,443.0,496.0,408.0,352.0,236.0,554.0,426.0,703.0,655.0,522.0,139.0
eaf5_srb7,424.0,546.0,832.0,485.0,461.0,345.0,201.0,311.0,568.0,356.0,416.0,171.0
htl1_srb7,424.0,733.0,1063.0,709.0,859.0,1269.0,1146.0,705.0,1262.0,1064.0,1183.0,404.0
sir2_ldb7,420.0,420.0,800.0,838.0,1494.0,792.0,307.0,240.0,428.0,529.0,911.0,1568.0
cac2_srb7,419.0,413.0,653.0,529.0,538.0,149.0,464.0,535.0,508.0,477.0,736.0,4821.0
vp16_arp9,418.0,286.0,329.0,253.0,253.0,123.0,939.0,651.0,613.0,651.0,747.0,1595.0
med7_bre2,417.0,246.0,207.0,238.0,235.0,50.0,57.0,53.0,104.0,88.0,140.0,76.0
srb7_bre2,416.0,625.0,774.0,582.0,665.0,172.0,727.0,813.0,836.0,1042.0,1648.0,418.0
btt1_spp1,414.0,593.0,814.0,661.0,774.0,208.0,467.0,575.0,534.0,648.0,816.0,279.0
pyk1_spp1,413.0,556.0,899.0,819.0,706.0,34.0,53.0,28.0,67.0,52.0,61.0,63.0
eaf5_vp16,412.0,584.0,713.0,575.0,675.0,274.0,596.0,477.0,576.0,464.0,632.0,573.0
snf11_htl1,412.0,351.0,621.0,400.0,428.0,451.0,368.0,477.0,1524.0,2277.0,4904.0,12412.0
sir2_DAM,410.0,583.0,784.0,508.0,573.0,172.0,411.0,527.0,607.0,639.0,706.0,229.0
srb7_nhp10,407.0,360.0,338.0,252.0,111.0,57.0,541.0,269.0,353.0,235.0,379.0,89.0
htl1_mig1,405.0,420.0,726.0,736.0,547.0,310.0,431.0,171.0,429.0,388.0,348.0,163.0
snf11_arp9,404.0,407.0,446.0,280.0,324.0,593.0,1651.0,1748.0,955.0,889.0,561.0,5360.0
vp16_pyk1,404.0,693.0,1002.0,521.0,540.0,1136.0,684.0,683.0,847.0,793.0,996.0,1392.0
ada2_hat2,404.0,857.0,635.0,389.0,207.0,85.0,333.0,281.0,227.0,215.0,181.0,119.0
nhp10_med4,403.0,549.0,1324.0,1663.0,2072.0,1291.0,899.0,647.0,2062.0,1889.0,2948.0,1312.0
htl1_cdc36,403.0,648.0,1134.0,786.0,871.0,1255.0,313.0,203.0,298.0,269.0,302.0,368.0
vp16_mig1,401.0,557.0,754.0,502.0,475.0,204.0,547.0,603.0,722.0,936.0,1065.0,354.0
srb7_htl1,399.0,524.0,877.0,664.0,1133.0,397.0,417.0,299.0,558.0,515.0,880.0,890.0
med7_spp1,399.0,315.0,540.0,404.0,420.0,31.0,43.0,83.0,63.0,124.0,101.0,54.0
hat1_lge1,397.0,381.0,440.0,463.0,404.0,153.0,54.0,37.0,55.0,38.0,52.0,73.0
ies5_med7,395.0,526.0,682.0,657.0,851.0,275.0,299.0,265.0,635.0,839.0,1851.0,21867.0
snf11_hhf2,395.0,523.0,681.0,351.0,280.0,109.0,3007.0,1082.0,822.0,663.0,579.0,173.0
hos2_lge1,395.0,646.0,844.0,534.0,596.0,253.0,638.0,491.0,565.0,677.0,978.0,252.0
pyk1_lge1,394.0,213.0,331.0,364.0,326.0,73.0,777.0,310.0,1089.0,886.0,709.0,120.0
empty_tdh3,392.0,360.0,438.0,201.0,209.0,62.0,318.0,243.0,431.0,322.0,304.0,1429.0
dpd4_DAM,391.0,769.0,1318.0,996.0,1157.0,1023.0,724.0,653.0,960.0,822.0,882.0,1334.0
esa1_sus1,391.0,512.0,460.0,299.0,390.0,268.0,1089.0,1294.0,2051.0,1198.0,1381.0,201.0
pyk2_srb7,390.0,340.0,540.0,668.0,607.0,144.0,563.0,333.0,793.0,633.0,866.0,233.0
nut2_hos1,390.0,373.0,519.0,358.0,360.0,336.0,467.0,328.0,513.0,512.0,780.0,527.0
rtt102_cac2,390.0,458.0,364.0,339.0,427.0,100.0,512.0,362.0,1436.0,861.0,831.0,146.0
pyk2_gapdh,388.0,254.0,467.0,387.0,460.0,110.0,414.0,311.0,410.0,614.0,708.0,235.0
nut2_sfh1,387.0,573.0,771.0,777.0,904.0,1344.0,482.0,618.0,1128.0,1311.0,2316.0,5026.0
nhp10_swd3,385.0,399.0,415.0,448.0,335.0,356.0,485.0,317.0,1264.0,1660.0,4479.0,562.0
empty_hmt2,384.0,462.0,547.0,350.0,378.0,223.0,1192.0,804.0,1064.0,1077.0,873.0,392.0
esa1_empty,384.0,487.0,665.0,362.0,437.0,128.0,413.0,229.0,280.0,348.0,316.0,136.0
rtt102_hos1,382.0,324.0,588.0,645.0,516.0,86.0,188.0,183.0,348.0,332.0,626.0,130.0
gapdh_ada2,382.0,326.0,418.0,497.0,418.0,165.0,867.0,467.0,1213.0,1115.0,960.0,271.0
srb7_cac2,382.0,540.0,767.0,510.0,554.0,157.0,508.0,595.0,664.0,579.0,822.0,268.0
hat2_med4,380.0,378.0,533.0,352.0,450.0,79.0,324.0,238.0,276.0,236.0,292.0,127.0
esa1_cac2,380.0,477.0,571.0,329.0,281.0,41.0,104.0,120.0,152.0,129.0,190.0,73.0
dpd4_ldb7,380.0,387.0,690.0,608.0,1555.0,2270.0,299.0,295.0,613.0,693.0,1482.0,6260.0
vp16_hos1,379.0,383.0,703.0,358.0,469.0,123.0,172.0,242.0,236.0,299.0,214.0,176.0
nhp10_med7,373.0,327.0,674.0,766.0,1029.0,270.0,612.0,607.0,2143.0,2659.0,3923.0,591.0
nhp6a_gapdh,372.0,437.0,381.0,270.0,421.0,92.0,623.0,434.0,541.0,293.0,358.0,166.0
empty_ies5,369.0,389.0,619.0,391.0,344.0,90.0,846.0,250.0,325.0,272.0,329.0,163.0
nut2_hhf2,368.0,246.0,430.0,236.0,281.0,29.0,117.0,146.0,93.0,114.0,125.0,36.0
swc5_empty,368.0,412.0,654.0,408.0,363.0,859.0,296.0,291.0,340.0,406.0,327.0,154.0
nhp10_mig1,365.0,279.0,374.0,407.0,1702.0,1445.0,197.0,247.0,643.0,938.0,1177.0,288.0
gapdh_arp9,364.0,257.0,268.0,274.0,261.0,59.0,341.0,212.0,827.0,312.0,623.0,99.0
ies5_hat1,363.0,149.0,331.0,228.0,427.0,27.0,37.0,25.0,44.0,36.0,33.0,54.0
hst2_vp16,361.0,316.0,604.0,479.0,353.0,118.0,481.0,320.0,307.0,233.0,176.0,173.0
htl1_htl1,357.0,396.0,801.0,513.0,536.0,190.0,309.0,402.0,932.0,1128.0,971.0,287.0
htl1_cac2,354.0,470.0,641.0,501.0,428.0,877.0,572.0,406.0,726.0,778.0,664.0,132.0
vp16_DAM,354.0,472.0,718.0,410.0,532.0,186.0,783.0,549.0,462.0,572.0,552.0,236.0
nut2_rpd3,354.0,430.0,745.0,366.0,479.0,205.0,1511.0,1520.0,1618.0,1484.0,2044.0,314.0
nut2_bre2,354.0,640.0,620.0,610.0,575.0,76.0,173.0,171.0,260.0,162.0,208.0,202.0
sus1_med4,350.0,331.0,496.0,237.0,323.0,136.0,377.0,402.0,516.0,407.0,535.0,277.0
hmt2_empty,350.0,332.0,294.0,246.0,300.0,199.0,344.0,433.0,712.0,523.0,689.0,154.0
pyk1_hat2,350.0,560.0,723.0,701.0,678.0,67.0,72.0,48.0,80.0,84.0,81.0,88.0
med7_arp9,350.0,239.0,358.0,264.0,335.0,173.0,260.0,174.0,225.0,228.0,272.0,271.0
empty_ada2,349.0,375.0,370.0,187.0,260.0,81.0,308.0,223.0,227.0,263.0,167.0,130.0
swc5_eaf3,349.0,343.0,454.0,261.0,281.0,201.0,1806.0,951.0,1189.0,968.0,1315.0,219.0
srb7_DAM,346.0,653.0,929.0,724.0,918.0,1276.0,377.0,687.0,759.0,733.0,939.0,476.0
hst2_cdc36,346.0,382.0,320.0,214.0,111.0,51.0,48.0,38.0,69.0,66.0,51.0,62.0
ies5_pyk2,345.0,303.0,443.0,418.0,698.0,82.0,144.0,260.0,598.0,771.0,630.0,112.0
dpd4_bre2,342.0,456.0,662.0,581.0,716.0,149.0,724.0,438.0,703.0,707.0,688.0,186.0
hhf2_vp16,342.0,290.0,355.0,298.0,270.0,279.0,570.0,471.0,651.0,631.0,571.0,554.0
sus1_sus1,341.0,777.0,710.0,387.0,364.0,51.0,165.0,152.0,134.0,199.0,283.0,100.0
swc5_cdc36,338.0,400.0,492.0,269.0,297.0,46.0,69.0,32.0,57.0,42.0,56.0,92.0
srb7_ldb7,336.0,482.0,781.0,813.0,1342.0,3575.0,430.0,359.0,756.0,707.0,1496.0,5904.0
vps71_hmt2,336.0,504.0,1041.0,1153.0,2030.0,7328.0,327.0,340.0,486.0,589.0,575.0,309.0
hhf2_srb7,332.0,480.0,440.0,353.0,460.0,56.0,658.0,189.0,331.0,336.0,320.0,84.0
htl1_rtt102,330.0,397.0,500.0,458.0,287.0,65.0,69.0,91.0,136.0,185.0,284.0,85.0
nhp6a_med4,330.0,240.0,250.0,202.0,273.0,120.0,585.0,481.0,561.0,456.0,732.0,210.0
sus1_sfh1,330.0,311.0,365.0,297.0,356.0,191.0,522.0,709.0,1014.0,1020.0,1921.0,8943.0
med7_sir2,328.0,276.0,371.0,246.0,271.0,27.0,22.0,22.0,31.0,23.0,27.0,48.0
htl1_bre2,326.0,486.0,620.0,548.0,598.0,652.0,478.0,572.0,743.0,908.0,679.0,160.0
sir2_rtt102,325.0,524.0,669.0,360.0,324.0,87.0,190.0,174.0,265.0,197.0,183.0,144.0
ies5_sus1,324.0,433.0,494.0,488.0,700.0,131.0,382.0,488.0,854.0,976.0,1339.0,184.0
sir2_vps71,323.0,560.0,592.0,445.0,451.0,46.0,60.0,85.0,126.0,183.0,186.0,85.0
bre2_btt1,322.0,326.0,543.0,336.0,377.0,193.0,352.0,252.0,366.0,320.0,461.0,309.0
htl1_btt1,322.0,260.0,331.0,378.0,350.0,97.0,257.0,462.0,540.0,732.0,849.0,1271.0
sir2_hhf2,321.0,251.0,457.0,266.0,317.0,50.0,135.0,76.0,140.0,118.0,82.0,102.0
med7_DAM,320.0,295.0,411.0,248.0,538.0,255.0,479.0,362.0,444.0,376.0,488.0,409.0
nhp10_lge1,319.0,378.0,715.0,830.0,1189.0,252.0,1059.0,760.0,2913.0,2746.0,3364.0,392.0
swc5_hat1,319.0,502.0,763.0,535.0,605.0,116.0,407.0,426.0,612.0,572.0,372.0,1707.0
pyk2_nhp6a,319.0,271.0,475.0,312.0,310.0,14.0,44.0,36.0,55.0,69.0,128.0,189.0
snf11_gcn5,318.0,542.0,637.0,325.0,246.0,133.0,1320.0,915.0,759.0,566.0,501.0,216.0
sir2_nhp6a,317.0,245.0,318.0,255.0,197.0,47.0,34.0,36.0,52.0,37.0,57.0,51.0
vp16_hhf2,316.0,356.0,361.0,189.0,183.0,70.0,103.0,221.0,187.0,241.0,208.0,96.0
gapdh_htl1,316.0,346.0,434.0,427.0,338.0,123.0,553.0,703.0,1502.0,1066.0,1176.0,216.0
ies5_eaf3,316.0,208.0,401.0,456.0,488.0,87.0,236.0,292.0,429.0,587.0,827.0,3295.0
sir2_arp9,313.0,331.0,541.0,466.0,397.0,1292.0,1680.0,1141.0,1565.0,1267.0,1219.0,235.0
pyk1_nut2,311.0,405.0,511.0,456.0,773.0,196.0,578.0,502.0,1157.0,794.0,982.0,384.0
dpd4_htl1,309.0,388.0,636.0,626.0,868.0,281.0,161.0,151.0,229.0,318.0,472.0,210.0
eaf5_empty,308.0,415.0,601.0,271.0,315.0,192.0,222.0,193.0,165.0,182.0,229.0,112.0
dpd4_vps71,307.0,197.0,211.0,178.0,182.0,32.0,368.0,259.0,461.0,521.0,500.0,129.0
arp6_snf11,307.0,267.0,431.0,279.0,313.0,322.0,358.0,468.0,444.0,399.0,514.0,479.0
sus1_pyk2,305.0,417.0,674.0,324.0,240.0,58.0,260.0,295.0,261.0,330.0,321.0,674.0
hhf2_mig1,305.0,379.0,222.0,318.0,391.0,26.0,34.0,25.0,30.0,27.0,33.0,42.0
sus1_hat2,304.0,414.0,554.0,370.0,284.0,136.0,729.0,899.0,972.0,743.0,1034.0,187.0
med4_hos2,304.0,388.0,499.0,474.0,399.0,88.0,249.0,146.0,215.0,263.0,332.0,133.0
spp1_hat1,303.0,470.0,522.0,535.0,386.0,92.0,288.0,308.0,393.0,348.0,567.0,122.0
nhp10_empty,301.0,346.0,643.0,884.0,988.0,206.0,806.0,422.0,1058.0,1203.0,1694.0,517.0
nut2_pyk1,300.0,271.0,138.0,132.0,183.0,58.0,197.0,371.0,358.0,421.0,318.0,116.0
swd3_lge1,300.0,221.0,387.0,192.0,160.0,69.0,721.0,609.0,471.0,490.0,570.0,84.0
nhp10_rpd3,298.0,354.0,615.0,711.0,654.0,292.0,515.0,421.0,1270.0,1363.0,1484.0,466.0
med4_hhf2,298.0,274.0,387.0,231.0,207.0,71.0,420.0,379.0,295.0,407.0,451.0,107.0
med4_hst2,298.0,255.0,405.0,262.0,183.0,42.0,271.0,94.0,64.0,98.0,169.0,48.0
rpd3_vp16,297.0,336.0,423.0,286.0,338.0,187.0,275.0,184.0,257.0,233.0,293.0,302.0
ada2_cdc36,294.0,616.0,525.0,376.0,308.0,110.0,335.0,285.0,288.0,365.0,530.0,196.0
srb7_nhp6a,290.0,342.0,523.0,289.0,287.0,124.0,245.0,330.0,284.0,422.0,490.0,173.0
pyk2_mig1,290.0,299.0,387.0,297.0,602.0,142.0,287.0,77.0,128.0,107.0,199.0,111.0
bre2_gcn5,289.0,400.0,666.0,448.0,573.0,148.0,376.0,223.0,311.0,354.0,507.0,206.0
empty_swc5,289.0,417.0,500.0,244.0,345.0,83.0,454.0,294.0,358.0,360.0,524.0,140.0
sus1_eaf3,288.0,395.0,399.0,246.0,187.0,158.0,430.0,367.0,402.0,290.0,197.0,100.0
lge1_lge1,286.0,429.0,503.0,237.0,237.0,34.0,35.0,23.0,39.0,28.0,34.0,73.0
nut2_mig1,286.0,367.0,474.0,327.0,298.0,1125.0,814.0,693.0,1312.0,1428.0,2351.0,3148.0
med7_cac2,284.0,490.0,472.0,418.0,352.0,61.0,197.0,274.0,276.0,446.0,359.0,100.0
dpd4_spp1,283.0,330.0,455.0,378.0,495.0,102.0,401.0,279.0,378.0,401.0,443.0,104.0
vps71_srb7,283.0,346.0,521.0,314.0,391.0,102.0,170.0,146.0,273.0,189.0,261.0,178.0
hhf2_swc5,280.0,243.0,337.0,157.0,263.0,33.0,20.0,24.0,54.0,36.0,20.0,45.0
ies5_hmt2,279.0,223.0,459.0,375.0,429.0,160.0,120.0,88.0,121.0,120.0,119.0,188.0
bre2_sir2,278.0,278.0,322.0,294.0,231.0,22.0,18.0,25.0,20.0,35.0,25.0,35.0
hos2_nut2,278.0,398.0,563.0,354.0,283.0,59.0,116.0,116.0,117.0,154.0,189.0,79.0
pyk2_sus1,278.0,323.0,550.0,398.0,268.0,188.0,412.0,396.0,855.0,723.0,936.0,255.0
esa1_swd3,275.0,135.0,303.0,177.0,222.0,21.0,25.0,16.0,24.0,19.0,17.0,23.0
esa1_gcn5,275.0,467.0,413.0,434.0,482.0,114.0,518.0,538.0,411.0,518.0,632.0,212.0
gapdh_ldb7,275.0,485.0,604.0,609.0,734.0,181.0,287.0,284.0,547.0,393.0,643.0,257.0
gapdh_esa1,274.0,376.0,582.0,508.0,333.0,57.0,58.0,70.0,91.0,53.0,87.0,77.0
sus1_hhf2,273.0,340.0,457.0,252.0,175.0,56.0,629.0,331.0,307.0,435.0,262.0,2198.0
bre2_swc5,272.0,323.0,758.0,968.0,1206.0,2808.0,520.0,706.0,669.0,457.0,702.0,249.0
bre2_mig1,272.0,342.0,524.0,389.0,385.0,100.0,218.0,293.0,515.0,675.0,734.0,275.0
med7_hst2,271.0,177.0,196.0,116.0,115.0,29.0,144.0,127.0,132.0,153.0,152.0,31.0
htl1_nut2,271.0,369.0,511.0,323.0,430.0,108.0,310.0,440.0,496.0,454.0,340.0,189.0
nhp10_pyk2,271.0,206.0,392.0,619.0,778.0,151.0,349.0,553.0,1558.0,2179.0,2292.0,239.0
nhp10_gapdh,270.0,407.0,718.0,883.0,995.0,251.0,481.0,509.0,1528.0,1689.0,2202.0,2795.0
cac2_nut2,270.0,321.0,489.0,306.0,330.0,234.0,131.0,133.0,149.0,133.0,216.0,128.0
gapdh_hat1,270.0,522.0,557.0,536.0,399.0,151.0,209.0,148.0,216.0,151.0,222.0,278.0
nut2_hos2,269.0,341.0,468.0,309.0,220.0,56.0,222.0,232.0,298.0,382.0,335.0,88.0
esa1_hmt2,269.0,622.0,707.0,525.0,528.0,155.0,639.0,704.0,926.0,1103.0,1284.0,208.0
rtt102_swd3,268.0,184.0,262.0,155.0,238.0,800.0,80.0,53.0,81.0,87.0,90.0,84.0
vp16_gcn5,267.0,415.0,486.0,397.0,388.0,977.0,689.0,694.0,671.0,657.0,685.0,257.0
ada2_ada2,265.0,355.0,441.0,217.0,193.0,102.0,117.0,135.0,192.0,201.0,167.0,108.0
gapdh_pyk1,265.0,185.0,140.0,278.0,234.0,62.0,87.0,185.0,408.0,161.0,98.0,74.0
gcn5_srb7,265.0,151.0,117.0,111.0,110.0,741.0,210.0,141.0,106.0,183.0,215.0,57.0
nhp6a_empty,262.0,279.0,293.0,310.0,245.0,139.0,1017.0,850.0,653.0,586.0,529.0,184.0
nhp10_eaf3,262.0,353.0,698.0,655.0,1036.0,338.0,273.0,383.0,1046.0,1384.0,1292.0,196.0
empty_hos2,262.0,139.0,309.0,184.0,191.0,221.0,164.0,214.0,250.0,246.0,240.0,88.0
nhp10_hhf2,260.0,194.0,501.0,448.0,472.0,73.0,316.0,289.0,577.0,657.0,521.0,131.0
med4_arp9,260.0,260.0,469.0,330.0,276.0,106.0,429.0,295.0,399.0,409.0,484.0,145.0
pyk1_sfh1,259.0,220.0,250.0,331.0,291.0,177.0,331.0,670.0,1601.0,1468.0,1831.0,2559.0
pyk2_rpd3,259.0,288.0,433.0,527.0,450.0,353.0,114.0,32.0,60.0,96.0,39.0,64.0
empty_nhp10,259.0,194.0,248.0,157.0,115.0,57.0,776.0,951.0,1429.0,672.0,533.0,117.0
empty_cdc36,258.0,308.0,463.0,255.0,488.0,307.0,397.0,390.0,382.0,409.0,616.0,4228.0
med4_gcn5,258.0,316.0,382.0,329.0,279.0,148.0,520.0,513.0,736.0,930.0,920.0,1873.0
ldb7_ies5,256.0,213.0,539.0,415.0,614.0,1091.0,212.0,238.0,267.0,201.0,220.0,57.0
rpd3_empty,256.0,714.0,1067.0,392.0,920.0,70.0,200.0,266.0,314.0,308.0,326.0,200.0
cac2_hmt2,255.0,214.0,315.0,184.0,163.0,253.0,266.0,205.0,354.0,357.0,299.0,238.0
sus1_vps71,255.0,251.0,448.0,169.0,139.0,24.0,34.0,24.0,33.0,29.0,24.0,46.0
eaf5_sfh1,254.0,187.0,265.0,290.0,130.0,81.0,69.0,95.0,229.0,213.0,186.0,120.0
esa1_sir2,253.0,307.0,324.0,280.0,290.0,23.0,44.0,21.0,24.0,19.0,30.0,41.0
ada2_cac2,252.0,521.0,443.0,302.0,357.0,76.0,414.0,177.0,252.0,95.0,214.0,77.0
rtt102_esa1,250.0,133.0,245.0,180.0,152.0,84.0,411.0,264.0,592.0,520.0,592.0,118.0
med4_ada2,250.0,304.0,412.0,229.0,199.0,104.0,532.0,374.0,858.0,684.0,795.0,167.0
ada2_rpd3,248.0,409.0,348.0,278.0,262.0,144.0,823.0,825.0,1041.0,531.0,733.0,184.0
ies5_rtt102,248.0,363.0,535.0,575.0,402.0,227.0,332.0,413.0,794.0,1043.0,1658.0,9016.0
